ALLOT_NAME,ALLOT_NO,BLMDATA,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_C,ST_ALLOT,GlobalID,SHAPE_Leng,SHAPE_Area,FID,OBJECTID
Lockman Butte,816,0,5696.380515,ID,B01000,IDB01000,ID00816,{11715AD9-F862-46B6-8EFA-77199DEC53E4},41365.78969,23052525.63,327,279034
Martha Avenue,817,0,16152.14981,ID,B01000,IDB01000,ID00817,{3F42FEC4-B203-4386-8897-76C1A80DDE2F},87385.14125,65365690.83,328,279035
Ditto Creek,818,0,40446.00338,ID,B01000,IDB01000,ID00818,{2D6C1ED4-1310-4A56-802F-CEC80B77E6BE},122734.7148,163679818.6,329,279036
Dive Creek/Big Bluff,819,0,10362.85341,ID,B01000,IDB01000,ID00819,{0443A0B0-6F74-4FAC-9AE0-4E6E07882C85},56878.93611,41937146.45,330,279037
Cornell,820,0,15781.53216,ID,B01000,IDB01000,ID00820,{E921C78A-ECAE-4401-A16F-89CD6D7A8590},72522.14524,63865848.45,331,279038
Bonneville Point,824,0,8885.498862,ID,B01000,IDB01000,ID00824,{D2ACC929-54DB-4216-83A9-8EE837820769},33493.21011,35958480.96,332,279039
Sunnyside Spring/Fall,825,0,269641.0984,ID,B01100,IDB01100,ID00825,{13A1164A-CDF5-422F-B734-73675AED513C},409093.1075,1091203145,333,279040
Sunnyside Winter,826,0,132248.5848,ID,B01100,IDB01100,ID00826,{80699E34-45DE-4E64-92F5-8C975E219376},218904.4269,535193160.6,334,279041
Rattlesnake Seeding,827,0,25234.93406,ID,B01100,IDB01100,ID00827,{0BF08988-3201-4980-AF5A-E3353E1AB4D9},131966.4,102122560.6,335,279042
2+ Custodial,829,0,13730.70021,ID,B01000,IDB01000,ID00829,{29398155-A0FB-4279-8601-A5F1DE4D1185},63363.86303,55566393.04,336,279043
Bowns Creek,830,0,676.6163006,ID,B01000,IDB01000,ID00830,{16420A1C-E274-4BFE-862F-3536DFEB17E2},8513.727357,2738179.897,337,279044
Sheep Creek,831,0,4209.635364,ID,B01000,IDB01000,ID00831,{C9F3D37C-B316-4BCD-9C68-A3F763DE99D7},33140.86981,17035857.57,338,279045
Rattlesnake Creek,834,0,6123.160262,ID,B01100,IDB01100,ID00834,{DE2EE013-DDE6-4977-B6D7-230C07D5B112},43517.43687,24779648.85,339,279046
West Tacket Creek,836,0,3804.129867,ID,B01000,IDB01000,ID00836,{A6B355DF-A28E-4680-96FD-8E718BCB4DAD},27307.4288,15394828.53,340,279047
Rabbit Springs,837,0,590.7502037,ID,B01100,IDB01100,ID00837,{B737BFC5-FFCD-4930-81F2-5873FC70FFA7},10749.65776,2390690.751,341,279048
Section 1,838,0,163.6840618,ID,B01000,IDB01000,ID00838,{40519AF3-998F-4441-AB5D-224D78728A27},3898.188656,662408.5276,342,279049
Table Butte,839,0,32876.58936,ID,B02000,IDB02000,ID00839,{6BB8A5B2-FC5C-4560-9083-E69467C70E24},53183.70653,133047365.3,343,279050
Crab Creek,841,0,7571.232481,ID,B02000,IDB02000,ID00841,{27FDA084-4ED1-42C2-88E8-4EDFB5A11CE7},27196.91313,30639812.49,344,279051
Louse Creek,842,0,14804.61505,ID,B02000,IDB02000,ID00842,{659F0819-9C43-410B-AFDE-77047503715E},37067.41127,59912389.45,345,279052
South Grasmere Seeding,846,0,4469.971829,ID,B02000,IDB02000,ID00846,{E8EA044E-63C2-4E9E-9EE3-AFE6848B872A},18800.8915,18089406.05,346,279053
Highway Field,848,0,14762.66106,ID,B02000,IDB02000,ID00848,{E03D9252-FD6C-4563-A79A-406D721DFD4C},46346.16934,59742607,347,279054
Trout Creek,850,0,16727.24811,ID,B02000,IDB02000,ID00850,{E982F1E3-F0CF-4070-9A5B-91AAD840E590},73280.95622,67693040.3,348,279055
Tindall Reservoir Field,851,0,21186.2011,ID,B02000,IDB02000,ID00851,{07A64F4D-E549-490C-95DC-D9379054FC95},63409.44853,85737854.52,349,279056
North Sheep Creek Seeding,852,0,4273.420097,ID,B02000,IDB02000,ID00852,{484030A3-5535-4E5C-8849-F948CBF4F212},17081.87974,17293986.25,350,279057
Antelope Field,858,0,18102.06074,ID,B02000,IDB02000,ID00858,{9FB3C255-4EF2-46DC-9844-DF07B58421ED},45323.85372,73256731.74,351,279058
Buckhorn,859,0,7593.537899,ID,B02000,IDB02000,ID00859,{685DADCB-FF15-452B-AC43-656179AF557D},51674.47529,30730079.67,352,279059
West Bull Creek,860,0,3036.880322,ID,B02000,IDB02000,ID00860,{D71DB94A-F2E6-4A17-A2A3-8BB1D7DB7B4F},25793.288,12289867.45,353,279060
Bull Creek,861,0,8921.935641,ID,B02000,IDB02000,ID00861,{D4DCB43F-6A76-4738-A3AE-5D437B7CB31E},40435.57453,36105935.96,354,279061
Blackleg/Bull Creek Trap,863,0,20282.65219,ID,B02000,IDB02000,ID00863,{8F6ECAEC-0EE9-46FF-9E3B-5C07C3663760},54328.69596,82081307.29,355,279062
Simplot Field,867,0,1637.833471,ID,B02000,IDB02000,ID00867,{C687FDE8-8E43-4E89-A1FA-83599CD877FA},10628.01749,6628103.225,356,279063
Melba Seeding,868,0,2803.872654,ID,B01100,IDB01100,ID00868,{242F637C-FBE4-430D-AE1F-2D04641D5E74},31014.69501,11346915.13,357,279064
East Canyon View,869,0,4283.598002,ID,B02000,IDB02000,ID00869,{4F716CE4-3874-4771-98AA-930F657042C1},22797.72615,17335174.94,358,279065
Pony Spring,870,0,879.2528019,ID,B01000,IDB01000,ID00870,{77A1A811-0952-4C14-9A3E-EE30596A101F},9075.867593,3558223.981,359,279066
Cottonwood,871,0,9942.530241,ID,B01000,IDB01000,ID00871,{B801A278-A57D-4367-8243-0BE7A70309E4},45494.53964,40236152.17,360,279067
Reverse,873,0,11319.48111,ID,B01100,IDB01100,ID00873,{495939E2-BBCD-407C-BC33-639825B7C45F},88933.93669,45808496.78,361,279068
Chattin Hill,875,0,11974.07689,ID,B01100,IDB01100,ID00875,{95264F7D-8627-481B-BD76-9B0761D0CBF5},83479.28882,48457562.42,362,279069
East Slater Flat,876,0,6842.539818,ID,B01000,IDB01000,ID00876,{2FF522E1-787C-43D2-89B7-DAD1EF4CDB18},27763.53602,27690886.19,363,279070
Stewart FFR,877,0,1213.236111,ID,B01000,IDB01000,ID00877,{344EE304-DE3C-43D3-8B5D-516FC8E1BAA2},10395.6974,4909811.849,364,279071
Blacks Creek  FFR,879,0,1568.457939,ID,B01000,IDB01000,ID00879,{A2392621-1549-4534-BA95-800CB9230E5F},13608.87717,6347349.295,365,279072
Greek Field FFR,880,0,1270.590331,ID,B01000,IDB01000,ID00880,{5E3BF52B-C46C-4ADB-9035-FA8E4D945685},15469.21433,5141917.064,366,279073
Mcdonald Creek,882,0,274.5148115,ID,B02000,IDB02000,ID00882,{3AEAFFF2-42E4-4DF6-9FDF-229C4B1488FD},4804.781905,1110926.44,367,279074
China Creek,883,0,37350.85306,ID,B02000,IDB02000,ID00883,{883B2832-0CDA-4916-A755-0D4E05AEDBC6},95249.17026,151154140,368,279075
Louse Creek Individual,884,0,3717.745831,ID,B02000,IDB02000,ID00884,{863254EF-93F3-4E12-A40E-6D79EF8B066F},21404.68573,15045243.35,369,279076
Wickahoney,885,0,6191.663224,ID,B02000,IDB02000,ID00885,{61D5BD43-07C0-41A9-B246-AC87F658DBC2},42132.70302,25056871.61,370,279077
Sq___ Creek,886,0,18529.43502,ID,B01100,IDB01100,ID00886,{78C7BC36-2551-4DF0-9645-B9D205739A63},77694.94166,74986260.95,371,279078
Simco,887,0,2473.920782,ID,B01100,IDB01100,ID00887,{6AC7E30F-3D31-4CA9-85F9-4B33063FA845},16423.52602,10011641.97,372,279079
Black FFR,891,0,5909.67452,ID,B02000,IDB02000,ID00891,{F1D09791-256E-4C5C-9D22-66A3980BF378},41788.4056,23915699.27,373,279080
Nahas FFR,892,0,2222.766279,ID,B02000,IDB02000,ID00892,{0957C9D9-12AA-4E75-BD47-22DBC1331093},25108.82252,8995251.718,374,279081
Vinson Wash,894,0,20752.39323,ID,B02000,IDB02000,ID00894,{1C761B44-317F-4CC9-83EC-C8358C2C94CE},72091.93211,83982289.37,375,279082
Plateau,895,0,2540.272021,ID,B01000,IDB01000,ID00895,{528A9EEE-934A-4EAF-892D-E4F613D1A1F6},19094.87945,10280156.98,376,279083
Airbase,896,0,17890.88152,ID,B01100,IDB01100,ID00896,{17FF39AA-E277-4C90-8885-317271456E12},91873.3926,72402116.34,377,279084
Sheep Creek SE,898,0,91221.11343,ID,B02000,IDB02000,ID00898,{20F6BA31-BB27-4997-B427-C4834C3315CA},200954.802,369160215,378,279085
Medbury Hill,899,0,1550.005425,ID,B01100,IDB01100,ID00899,{EBBA92F2-5398-4574-BF54-8FCCEA28A62F},26189.39654,6272674.324,379,279086
Alzola,940,0,55271.42975,ID,B02000,IDB02000,ID00940,{E47E42C9-19A9-487B-98C5-E94AF5EBEF2D},110310.7454,223676428.9,380,279087
Blackstone,941,0,71023.99213,ID,B02000,IDB02000,ID00941,{E9AFB089-9BE8-4061-AEC1-CF48D4E30225},167782.2432,287425040.3,381,279088
Arco Peak,1003,0,7672.763815,ID,I01000,IDI01000,ID01003,{716C6FA7-AAA4-40AA-99C6-3DB7F85BA9EC},37137.20585,31050696.85,382,279089
King Spring,1004,0,4190.839603,ID,I01000,IDI01000,ID01004,{B717485D-795A-4F0E-802C-D67A163309C0},23585.48565,16959793.52,383,279090
Serviceberry,1005,0,4909.686059,ID,I01000,IDI01000,ID01005,{A675C6D3-9FF4-4849-9404-BBCDD9081527},32596.10176,19868873.47,384,279091
Marsh Canyon,1012,0,2061.715453,ID,I01000,IDI01000,ID01012,{BD629739-9CFB-454B-80FB-08B3B5139FAD},16962.87326,8343499.561,386,279093
Sheep Mountain,1015,0,9782.511207,ID,I01000,IDI01000,ID01015,{7AA10292-AE36-4D3C-A95E-3018DBE74F17},37791.2292,39588575.55,387,279094
Newman Canyon,1018,0,4035.178498,ID,I01000,IDI01000,ID01018,{DF76D8E1-9960-491B-9FA9-5C070FC866EB},21085.20027,16329852.88,388,279095
Sorensen,1019,0,2230.682821,ID,I01000,IDI01000,ID01019,{B76926CC-69EB-40F0-BD40-95E56FF8C3EB},19440.71542,9027288.954,389,279096
Emigrant Crossing,1028,0,4418.937616,ID,B01000,IDB01000,ID01028,{76D20235-C261-4E64-A35E-906E42F8FBFC},26231.63004,17882877.1,390,279097
Southwest Alkali Seeding,1030,0,1135.117204,ID,B01000,IDB01000,ID01030,{0F9AB01B-DF57-4395-AB41-133130C9BA20},12194.02605,4593674.593,391,279098
Hammett #1,1033,0,29035.59258,ID,B01000,IDB01000,ID01033,{1B3D64F0-D810-420C-B519-0D898A14F118},65086.96365,117503341,392,279099
Hammett #2,1034,0,1785.717289,ID,B01000,IDB01000,ID01034,{B985FC63-CFEF-4740-8BB3-0D27818E2FF3},12639.62578,7226570.184,393,279100
Hammett #3,1035,0,3037.086258,ID,B01000,IDB01000,ID01035,{FC7AAD20-213E-4F3B-8055-4513C3C83364},24513.30942,12290700.85,394,279101
Hammett #4,1036,0,16122.73709,ID,B01000,IDB01000,ID01036,{20C087B5-91DE-4CA4-BD57-DC0739E4F328},88018.36589,65246661.27,395,279102
East Hammett #5,1037,0,11754.16598,ID,B01000,IDB01000,ID01037,{88C13877-D380-4415-874D-248461697ED2},32054.07057,47567611.01,396,279103
Hammett #6,1038,0,8427.626843,ID,B01000,IDB01000,ID01038,{AABF18BD-A184-4403-BB1F-D88A97508B0D},32113.63812,34105531.28,397,279104
Hammett #4 - State,1040,0,542.2031259,ID,B01000,IDB01000,ID01040,{8B16324E-FFE6-4E9C-A7DB-00AEC0CC5A77},6458.790411,2194226.917,398,279105
King Hill Canyon,1041,0,3779.786805,ID,B01000,IDB01000,ID01041,{1C68AAF7-6901-47C8-9544-C2CF6A6980AB},30018.27332,15296315.26,399,279106
South Camas,1043,0,1755.469073,ID,B01000,IDB01000,ID01043,{B6CF6E8B-4314-4662-9983-0BF1B8C49451},17291.57194,7104159.508,400,279107
Lower Bennett Creek,1045,0,4254.309968,ID,B01000,IDB01000,ID01045,{ABB3C48D-5BB1-4C1C-95B9-6CD824B868D2},19552.3867,17216650,401,279108
Huddles Hole,1049,0,2414.869298,ID,T03000,IDT03000,ID01049,{FB7C508B-0264-46C9-96CF-816CDED078F8},19873.62032,9772668.142,402,279109
Huggins,1051,0,787.043776,ID,I01000,IDI01000,ID01051,{F3EBD553-831C-4CD0-A851-C94A137C5C80},8085.133569,3185065.81,403,279110
Hammett Individual,1054,0,1788.803705,ID,B01000,IDB01000,ID01054,{720B36E9-6316-4023-85D5-B8AB0531B12B},18191.1958,7239060.515,404,279111
Little Canyon,1068,0,2320.937456,ID,B01000,IDB01000,ID01068,{B93F0964-885A-400C-BA1D-7463E953A42D},18155.10473,9392537.956,405,279112
Little Three Island,1074,0,847.4141023,ID,T01000,IDT01000,ID01074,{A44218B8-6E7C-4C49-BCBA-EB20FFC256AD},9819.621867,3429376.823,406,279113
Camas Creek Field,1091,0,588.3479606,ID,B01000,IDB01000,ID01091,{0FF9C3F6-EA50-4D5B-A16C-76D50188233F},10022.03193,2380969.18,407,279114
Double Anchor FFR,1097,0,2595.368822,ID,B01000,IDB01000,ID01097,{9BFF5416-B91D-486D-9CCA-7A8311220D7F},22980.56889,10503126.7,408,279115
North Camas,1098,0,1664.72163,ID,B01000,IDB01000,ID01098,{C1FB8527-E60A-4E61-9075-90294640B301},16597.01164,6736916.177,409,279116
Hot Springs,1103,0,4886.820764,ID,B01000,IDB01000,ID01103,{E9387E8B-F5C0-4026-8BBA-E88B2B8CE206},29424.6336,19776340.54,410,279117
Morrow Field,1104,0,575.2212136,ID,B01000,IDB01000,ID01104,{2F60D1C8-FB99-46DA-B217-F2FD8B06358E},7541.885955,2327846.909,411,279118
Sugarbowl,1124,0,1952.855712,ID,B01000,IDB01000,ID01124,{70FDCACF-7D95-40FB-B0DC-9B227881E06E},16752.83996,7902958.069,412,279119
Lower Alkali,1127,0,2203.455567,ID,B01000,IDB01000,ID01127,{F104BF66-2613-4975-BBFE-3B47E0F11EF3},22347.94298,8917103.731,413,279120
North Cold Springs,1128,0,6749.740543,ID,B01000,IDB01000,ID01128,{667F5E15-3C35-44A7-A588-977CF7231F0F},45568.91133,27315339.36,414,279121
Southeast Alkali Seeding,1129,0,895.6477485,ID,B01000,IDB01000,ID01129,{CF51AE0A-6E0D-4F7E-B2A6-AC7BB82C4E9D},7916.940756,3624572.239,415,279122
South Cold Springs,1130,0,9093.969395,ID,B01000,IDB01000,ID01130,{29CD5DB5-0579-4E88-A79A-11A80A761C87},28186.35404,36802134.62,416,279123
Lower Salmon Falls,1141,0,944.6090553,ID,T01000,IDT01000,ID01141,{5FD9A87E-317C-4E76-BB18-08FFCDB08397},8767.374983,3822712.405,417,279124
Hammett Livestock Company,1195,0,4670.247844,ID,B01000,IDB01000,ID01195,{B048E1BA-3A31-43AE-ABDB-56F290CD2156},43785.32367,18899897.55,418,279125
Mcpherson Section 15,1197,0,614.1265219,ID,B01000,IDB01000,ID01197,{0727DBA7-9A99-48B8-A5CC-B5DEDBBB33FB},6304.991866,2485291.731,419,279126
Ballantyne Section 15,1198,0,722.7620751,ID,B01000,IDB01000,ID01198,{9EFC8F97-83DE-4622-95B0-5CBE87F53AE2},7251.207469,2924925.963,420,279127
Joost Section 15,1199,0,399.1804634,ID,B01000,IDB01000,ID01199,{D6C54F33-1BA7-4AD5-A898-7E64DD4A3047},7232.237614,1615432.438,421,279128
Bench,1201,0,648.6201879,ID,T02000,IDT02000,ID01201,{A327E34C-3351-4EDE-8379-BE8CDEE252F5},7448.384865,2624883.199,422,279129
Borah,1202,0,200.6151773,ID,T02000,IDT02000,ID01202,{5E7EA82E-25B4-4C92-9E04-14EF9A354063},5623.852854,811864.0433,423,279130
Cedar Fields,1203,0,4748.153698,ID,T02000,IDT02000,ID01203,{62CC22D6-6436-4B38-B50C-A8813F2DFC1C},23611.29515,19215172.61,424,279131
Dune,1204,0,991.0979565,ID,T02000,IDT02000,ID01204,{9C63054A-DA23-43DF-A894-3BBBB1430C9A},8815.911243,4010847.061,425,279132
Eagle Rock,1205,0,1959.06763,ID,T02000,IDT02000,ID01205,{315B3C67-9EC9-4A47-9E42-2CAB4B3C7559},13899.39412,7928096.908,426,279133
East Minidoka,1206,0,22888.3548,ID,T02000,IDT02000,ID01206,{3C22F990-51A7-43EE-988A-15AD712C8E2D},126261.3065,92626253.53,427,279134
Hawley,1207,0,652.9882296,ID,T02000,IDT02000,ID01207,{ABE408DD-5371-441B-93A2-94295706693A},11561.39506,2642560.107,428,279135
Lake Channel,1209,0,20231.29215,ID,T02000,IDT02000,ID01209,{ED72B7D3-D450-407C-A4B2-1B7A10BA7995},48900.65692,81873459.77,429,279136
Railroad,1213,0,2487.728851,ID,T02000,IDT02000,ID01213,{DD1C671E-C80E-4851-9786-20F9831B81E8},13402.92637,10067521.47,430,279137
Sand,1214,0,8838.974158,ID,T02000,IDT02000,ID01214,{D5DFCE1B-D95A-4FF7-824E-75B4E2028C95},41387.33804,35770201.41,431,279138
Schodde,1215,0,22388.12441,ID,T02000,IDT02000,ID01215,{3C79E219-905D-4F33-8939-5120389CA794},125905.3278,90601884.92,432,279139
Walcott,1216,0,13913.70433,ID,T02000,IDT02000,ID01216,{032B5DCB-9F5E-45D7-ACA7-38DCFBC80333},49179.44068,56306987.39,433,279140
Ponderosa,1217,0,1632.271354,ID,T02000,IDT02000,ID01217,{99E4364A-FE00-43FF-A8CD-8B71A6FE56A1},16647.65664,6605594.05,434,279141
Quartzberg,1278,0,2480.770088,ID,B01000,IDB01000,ID01278,{78197D42-9FFD-455B-8AE5-92C928BF021C},12674.84123,10039360.24,435,279142
Moonlight Mountain,1336,0,6256.584268,ID,I02000,IDI02000,ID01336,{E4AEE125-12C2-4C54-B5B2-F39A040C02E0},26443.11272,25319598.79,436,279143
Big Foot,1341,0,4141.637011,ID,B01100,IDB01100,ID01341,{32AAF13C-E914-405B-ACC9-9AC8D9E44147},20152.86336,16760676.91,437,279144
Iona Hills,1351,0,200.6800378,ID,I01000,IDI01000,ID01351,{0DE1F9FD-216F-4D7C-A52B-67E06DBE074B},4838.640657,812126.5255,438,279145
South Dubois,1355,0,1045.05165,ID,I01000,IDI01000,ID01355,{93006C40-8BB0-47EC-80E3-033BF37BBF2A},9955.896272,4229190.777,439,279146
Big Ridge,1356,0,119.7705142,ID,B01000,IDB01000,ID01356,{86AD6A1F-6FBA-4B08-8D55-C3D317EA6F8E},3210.647263,484695.9998,440,279147
Snips,1357,0,238.864102,ID,B01000,IDB01000,ID01357,{B8FD5F42-3F97-42D9-8E9E-E78400E71460},4826.971377,966652.5646,441,279148
Pole Creek,1358,0,242.1942002,ID,B01000,IDB01000,ID01358,{339667AC-2CFA-4F6E-8761-4A6278ACA3FF},5069.244154,980129.0475,442,279149
North Hill,1359,0,79.80658288,ID,B01000,IDB01000,ID01359,{3E7D7BE5-DAFE-4BD1-B4B0-7FB32548CBE6},2413.104194,322967.0653,443,279150
Timber Gulch,1360,0,339.4237015,ID,B01000,IDB01000,ID01360,{A1AB6C0C-3A5E-4804-A9AF-E547C1AC9616},5093.127657,1373604.442,444,279151
Little Pine Creek West,1361,0,174.5367158,ID,B01000,IDB01000,ID01361,{A99319E5-6C6D-4CDE-B1A5-3BB4DC98EC6A},4160.335103,706327.8348,445,279152
Little Pine Creek - East,1362,0,2060.268213,ID,B01000,IDB01000,ID01362,{8723CADC-E5C6-4E8F-9B5B-B7DC82EAE681},18156.31881,8337642.765,446,279153
Limestone,1363,0,567.0332036,ID,B01000,IDB01000,ID01363,{D232567D-DC16-4B88-8F94-7DBB7C7D67DE},8978.555627,2294711.076,447,279154
Pleasant Ridge,1364,0,8518.914883,ID,B01000,IDB01000,ID01364,{AE5ADD6D-8893-48FD-8A0F-7CB847B34E99},48553.68017,34474962.33,448,279155
Pass Creek,1439,0,15397.49353,ID,I01000,IDI01000,ID01439,{19B366E2-9EB5-458E-9361-FF56898CA855},58365.00897,62311693.06,449,279156
Weeks Brothers,1490,0,64.6607651,ID,I01000,IDI01000,ID01490,{8EC03E11-DDD6-4184-9437-8725728B2717},2912.887326,261673.8719,450,279157
Wittie,1502,0,1074.132673,ID,B01000,IDB01000,ID01502,{87CEB9D2-43EB-4C85-B11F-EC2925DA5570},9233.967948,4346877.971,451,279158
Martha's Canyon-WY,1552,0,129.9127805,ID,I02000,IDI02000,ID01552,{1C8D13C5-760F-44E2-9F22-3D1A02124426},3472.53322,525740.4583,452,279159
Hardmans Hollow,1558,0,1190.531441,ID,I02000,IDI02000,ID01558,{020321D7-6419-4FCD-8083-64F1C33626CD},10462.1939,4817928.944,453,279160
Warm Springs,1569,0,144.4837433,ID,I01000,IDI01000,ID01569,{1DE323FD-DDD9-4B0E-A375-10E3148437DD},4245.299755,584707.2869,454,279161
Wilson,1598,0,622.5448166,ID,I01000,IDI01000,ID01598,{44F0F6B5-5168-4E10-829A-425E191AD7C2},7859.096051,2519359.496,455,279162
Hagenbarth Seeding,1602,0,484.6724404,ID,I01000,IDI01000,ID01602,{DE94F285-EB44-4C5D-ABC6-D7A50297D40B},5634.055725,1961407.569,456,279163
Lower Beck,1643,0,1091.117584,ID,I01000,IDI01000,ID01643,{76973C12-3B70-43BD-8B18-49FD0E715222},8736.79669,4415613.74,457,279164
Countyline,1674,0,5798.598239,ID,I01000,IDI01000,ID01674,{FCC43008-9DF5-4E1E-9731-127667F50790},22434.42976,23466187.73,458,279165
Red Hill FFR,1676,0,4006.68109,ID,B03000,IDB03000,ID01676,{20332930-4078-4FB3-9C08-7B3D61C454DA},35072.05573,16214527.5,459,279166
Howe Peak,2000,0,35631.40847,ID,I01000,IDI01000,ID02000,{D418723C-7D9D-42D9-9460-37423AABCFF1},65010.00323,144195766.9,460,279167
Summit,2007,0,3117.809512,ID,I01000,IDI01000,ID02007,{5AD5794E-6E20-47E3-BE36-50F9C13231C7},17105.10712,12617377.56,461,279168
Bear Canyon,2013,0,3705.396649,ID,I01000,IDI01000,ID02013,{D74F3FC0-8635-436B-9B0A-3C474B429F8D},35636.66969,14995267.78,462,279169
Williams Creek,2014,0,5057.060585,ID,I01000,IDI01000,ID02014,{84B23B10-FBF5-40BB-B6D8-11ABA1C3D0B0},23236.23572,20465279.39,463,279170
Sinks,2020,0,32099.18179,ID,I01000,IDI01000,ID02020,{E6B4C5C8-0EB3-492E-B2D4-9F2DF73908A2},66139.89002,129901295.9,464,279171
Kyle Canyon,2026,0,707.0016714,ID,I01000,IDI01000,ID02026,{58ABC587-FCB9-417E-AE5B-DBB29D4689E9},7509.843215,2861145.619,465,279172
Wigwam Butte,2032,0,16871.11344,ID,I01000,IDI01000,ID02032,{D960C73E-E078-47A0-B0E8-9B3C6FB9B99A},36733.11662,68275244.98,466,279173
Berrett,3001,0,2479.119459,ID,I01000,IDI01000,ID03001,{C2C65464-F602-4E31-BA6F-921D5B860452},16315.13555,10032680.35,467,279174
Kettle Butte,3004,0,2775.395511,ID,I01000,IDI01000,ID03004,{B1535AF4-220A-4143-A001-C4EAFBA89D10},20826.78583,11231671.76,468,279175
Hell's Half Acre,3005,0,357.0345831,ID,I01000,IDI01000,ID03005,{67A0708A-593B-4B11-BE8F-63B04F09EF00},7203.395195,1444873.434,469,279176
Bluestem,3008,0,4171.073482,ID,I01000,IDI01000,ID03008,{2DEE2EB4-7DFD-47F9-A45C-2488AE85D3D9},23203.53199,16879802.55,470,279177
Old Farm,3016,0,1241.671041,ID,I01000,IDI01000,ID03016,{DB01DC35-305C-4E82-9FA0-231D20B3DADC},11588.23343,5024884.384,471,279178
Toponce,3342,0,10642.74356,ID,I02000,IDI02000,ID03342,{A7C3EDF1-283D-40D5-A2A8-C26157DDFDFB},50934.39908,43069826.2,472,279179
Flat Canyon Point,3343,0,39.10499279,ID,I02000,IDI02000,ID03343,{2D55DEFD-53BF-4F98-A2A5-1A5A49F1010A},1591.389458,158252.9198,473,279180
Grays Lake Outlet,3344,0,20.35696727,ID,I02000,IDI02000,ID03344,{BBA563ED-AEAA-4778-8E6C-B42C3058F4C4},1084.310713,82382.05093,474,279181
Crystal-1,3801,0,6097.443184,ID,I02000,IDI02000,ID03801,{A54F943A-53F7-410E-8499-9C0E47830312},30423.87758,24675575.12,475,279182
Willow Creek County Line,3802,0,1314.527077,ID,I02000,IDI02000,ID03802,{1DBEB76D-FDE9-4298-AA32-993BA4DC1487},11233.30319,5319723.475,476,279183
Chinese Peak,3803,0,3622.801032,ID,I02000,IDI02000,ID03803,{5227D0A5-D23C-4F96-AE9D-B2ECBC985B96},18632.13285,14661013.85,477,279184
Old Tom Mountain,3804,0,7560.151398,ID,I02000,IDI02000,ID03804,{DBC9CF8D-6463-44CE-82BF-464001B6F202},39675.69567,30594968.76,478,279185
Pebble,3807,0,425.8941671,ID,I02000,IDI02000,ID03807,{89AD4A25-A6DF-4FA0-B978-0870D8C1A3CD},5172.331898,1723539.391,479,279186
Lund,3808,0,8754.308277,ID,I02000,IDI02000,ID03808,{D4DAEA25-5D55-489A-8532-48665C54F2FB},34714.73616,35427569.39,480,279187
Bell Marsh Creek,3809,0,659.7709904,ID,I02000,IDI02000,ID03809,{9006E51F-77C4-42B9-9C78-C36C7ADFB49E},8285.297588,2670009.075,481,279188
Clifton Creek-1,3810,0,80.27448357,ID,I02000,IDI02000,ID03810,{0FAA0A11-73C2-4297-A4BD-027F0130895F},2416.393647,324860.5997,482,279189
Trayis,3811,0,3760.011441,ID,I02000,IDI02000,ID03811,{D3ECAB9D-1D5E-4255-95F6-8312E995BE13},19332.43074,15216286.88,483,279190
South Garden Creek,3817,0,39.89574143,ID,I02000,IDI02000,ID03817,{CDAFCA3F-2740-46E5-9505-4C91562BAC32},1607.25496,161452.9787,484,279191
Portneuf River-1,3821,0,448.2280427,ID,I02000,IDI02000,ID03821,{03DCE957-B8A9-47B5-9994-DE5DDBEC4168},5673.985452,1813921.738,485,279192
Barnett,3852,0,85.01474798,ID,I02000,IDI02000,ID03852,{E64C4AF0-0F8D-4482-8604-EB8F92583332},3190.094263,344043.8454,486,279193
Hoot Owl,3853,0,80.63113013,ID,I02000,IDI02000,ID03853,{3DCFCEC7-AF81-4AC2-AED1-F46362A8F651},2427.24148,326303.9028,487,279194
Devil's Hill,3854,0,1354.750275,ID,I02000,IDI02000,ID03854,{E1702C9A-3C43-409F-BB99-BEE18829D4B3},13624.65886,5482501.626,488,279195
Whiskey Creek Buffer,4000,0,647.8168512,ID,T02000,IDT02000,ID04000,{2C4B76B6-0AA0-4561-9138-0C27D53C8C9E},7074.291291,2621632.197,489,279196
The Wall,4020,0,60.03761962,ID,I01000,IDI01000,ID04020,{82DEAA06-AC0A-4724-A9AE-6FF1387696FF},3866.535949,242964.5916,507,279214
Beaver Creek-1,4021,0,3720.492509,ID,I02000,IDI02000,ID04021,{D4A7C3F2-86FA-4319-8CC5-8027E1E90462},26071.73963,15056358.81,508,279215
Schmid Ridge,4022,0,1020.762552,ID,I02000,IDI02000,ID04022,{11C0DB27-65D6-44BD-91C1-DE50D8E93BCD},9208.353263,4130895.898,509,279216
J.E.Baker Deep Creek,4023,0,3986.845477,ID,T02000,IDT02000,ID04023,{1027888F-C01D-4C1C-B2AF-42360F8C0E4A},19693.95901,16134255.31,510,279217
J.E.Baker Lost Creek,4024,0,6090.283289,ID,T02000,IDT02000,ID04024,{99526108-C116-4797-B18E-87E94E170D2D},31924.33579,24646599.94,511,279218
Simon Baker West,4025,0,217.2797126,ID,T02000,IDT02000,ID04025,{C2F84CCD-2814-4C43-8D6F-FE10589B76F7},4242.900415,879303.2929,512,279219
