ALLOT_NAME,ALLOT_NO,BLMDATA,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_C,ST_ALLOT,GlobalID,SHAPE_Leng,SHAPE_Area,FID,OBJECTID
Bear Creek,36346,0,39.78085456,ID,C02000,IDC02000,ID36346,{7FB06D88-A1F8-49D0-B836-76257F6353EB},1604.953625,160988.0462,1504,280211
Airport,36351,0,482.0444204,ID,C02000,IDC02000,ID36351,{9A59F754-AB08-495B-9AC3-A819467E58DE},7449.533878,1950772.307,1505,280212
Whiskey Butte,36352,0,758.6598453,ID,C02000,IDC02000,ID36352,{32598587-0C13-4A3B-B106-DBFA74766466},17074.12512,3070199.662,1506,280213
Snowhole,36355,0,315.6280868,ID,C02000,IDC02000,ID36355,{C0B8EAB1-09CA-418D-8B41-B28A47403972},7316.940828,1277306.624,1507,280214
Osborn Individual,36357,0,437.9704403,ID,C02000,IDC02000,ID36357,{5895C31E-1168-4A21-9B0C-746E609A39E8},8036.700399,1772410.529,1508,280215
Big Creek,36358,0,439.3525182,ID,C02000,IDC02000,ID36358,{AE773ADF-F32A-4B26-9316-62F6F41CEF71},9652.346068,1778003.622,1509,280216
Sheep Mountain,36359,0,2275.452538,ID,C02000,IDC02000,ID36359,{9030EC41-40AB-4346-B303-92C650BCBAB3},25724.39292,9208466.293,1510,280217
North Fork,36360,0,840.3948541,ID,C02000,IDC02000,ID36360,{2E0DE31B-C298-4D25-8F0A-FD432AA33E0C},13698.61208,3400970.821,1511,280218
Otto Creek,36361,0,29.66358227,ID,C02000,IDC02000,ID36361,{D008B0C5-523F-412E-933B-6762008A569D},2090.824078,120044.7352,1512,280219
Cherry Creek,80120,0,1051.346103,ID,T03000,IDT03000,ID80120,{93972203-1D59-4501-A79A-1C1C3A6210B9},12866.97443,4254663.626,1513,280220
Little Beaver,80121,0,5732.306034,ID,T03000,IDT03000,ID80121,{B01D001B-002A-42D0-A91A-143FDBB68708},25213.64537,23197911.63,1514,280221
Big Beaver,80122,0,2611.565424,ID,T03000,IDT03000,ID80122,{FCD791C1-A303-49FD-868C-06DC147A5496},23289.25526,10568672.29,1515,280222
Severe,80124,0,597.3676754,ID,T03000,IDT03000,ID80124,{00EA3DA1-2004-4C7B-9CB3-4F6A45AFDC9E},6502.247443,2417470.816,1516,280223
Wolftone,80201,0,363.019471,ID,T03000,IDT03000,ID80201,{B1BB318B-AEDD-469A-A196-D7D6A9DF0F1F},5997.821891,1469093.513,1517,280224
Red Elephant,80204,0,2469.072667,ID,T03000,IDT03000,ID80204,{E4869B14-2090-4792-86A6-47888B9C7D21},13761.21889,9992022.268,1518,280225
Shirley,80208,0,880.8461556,ID,T03000,IDT03000,ID80208,{82D5A556-4924-425C-ACB9-6A2B12AC8BC1},13130.41973,3564672.08,1519,280226
Timber Gulch,80209,0,3538.84736,ID,T03000,IDT03000,ID80209,{204B3ED1-0FBC-44C7-BCC0-C912E0BB5217},15820.0035,14321264.05,1520,280227
Bullion,80212,0,2536.406089,ID,T03000,IDT03000,ID80212,{21D27014-B03E-4F4F-BB8E-C290604F945C},15929.01438,10264512.04,1521,280228
Kent Canyon,80214,0,2682.341179,ID,T03000,IDT03000,ID80214,{7C3F8B81-3057-48E5-A6D1-161A09E331BB},19179.74711,10855092.74,1522,280229
Poison Creek,80215,0,6628.254818,ID,T03000,IDT03000,ID80215,{B9C8FC88-138A-411C-8B6E-40174CD19B4D},32469.83786,26823702.12,1523,280230
West Bellevue,80218,0,6840.612206,ID,T03000,IDT03000,ID80218,{F8C30309-D926-4FA7-B935-DD41A8A35220},38005.19924,27683085.39,1524,280231
Elkhorn,80224,0,5441.437311,ID,T03000,IDT03000,ID80224,{FC4EE0CF-DDBF-4787-B0B6-A7D92BDBD514},28605.45794,22020802.99,1525,280232
Courier,80225,0,577.7179396,ID,T03000,IDT03000,ID80225,{D77AF0B8-D08B-4DA8-B5E1-95D5434B58D1},7423.272159,2337950.84,1526,280233
Hyndman,80226,0,588.792799,ID,T03000,IDT03000,ID80226,{3B9B8587-A283-4A4F-B873-67A19732B2A6},7269.359302,2382769.384,1527,280234
Quigley,80229,0,9954.370801,ID,T03000,IDT03000,ID80229,{9FE5C01A-185B-4BD3-A92E-C1EB7CA07FF4},43596.66452,40284069.41,1528,280235
Water Gulch,80230,0,1051.316067,ID,T03000,IDT03000,ID80230,{34FA1091-3B1F-40AD-8C3E-3E2A1B3C30EC},15624.34184,4254542.077,1529,280236
Slaughterhouse,80231,0,6040.097908,ID,T03000,IDT03000,ID80231,{E97337CD-5069-4B13-8A93-8577EF17FE3F},28703.75273,24443506.1,1530,280237
Upper Slaughterhouse,80232,0,2309.808949,ID,T03000,IDT03000,ID80232,{F0900017-2462-4028-9ED6-EF1886DEB7DA},16420.35637,9347502.306,1531,280238
Martin Canyon,80233,0,4547.072155,ID,T03000,IDT03000,ID80233,{59C133FA-97B0-4E3C-834B-3DFFCDE5B0F4},23489.5568,18401421.24,1532,280239
Muldoon Canyon,80235,0,9464.726429,ID,T03000,IDT03000,ID80235,{3259B146-E4C4-406D-BBC6-84E40EEDA031},43207.38089,38302541.07,1533,280240
Cove,80236,0,9862.893229,ID,T03000,IDT03000,ID80236,{DB578B8B-8587-4332-9308-C3EADA55D218},44887.24397,39913871.34,1534,280241
Carey,80301,0,2817.271707,ID,T03000,IDT03000,ID80301,{226C67F2-7353-45F5-9292-118F8A02DF83},17718.33513,11401139.38,1535,280242
Little,80303,0,620.6940674,ID,T03000,IDT03000,ID80303,{AE5785D1-EBCB-4102-86A1-AEDC0A1987D7},8734.461034,2511869.75,1536,280243
Flat Top,80308,0,59519.17009,ID,T03000,IDT03000,ID80308,{C79A3FCA-7F21-4F72-824C-43B4A189C6A1},178992.3071,240866492.4,1537,280244
Hideaway,80309,0,1569.882511,ID,T03000,IDT03000,ID80309,{FBC59567-B606-48D3-8225-22B3B741B998},13051.88214,6353114.355,1538,280245
Little Wood,80310,0,6579.721579,ID,T03000,IDT03000,ID80310,{907E7EED-47E4-48A8-975D-C79F9E925CC5},24597.30488,26627294.29,1539,280246
Spring Creek,80312,0,3114.955071,ID,T03000,IDT03000,ID80312,{285DEB0F-84AC-469F-87C5-7C9D99DBE992},21222.97028,12605826,1540,280247
Rocky Bar,80313,0,3411.690899,ID,T03000,IDT03000,ID80313,{6A065D7D-38D7-4011-8396-63D2DF015189},20115.00678,13806678.07,1541,280248
Corral,80314,0,3928.870241,ID,T03000,IDT03000,ID80314,{FEC9A928-6EB7-448C-A596-B7D901641939},20305.58325,15899636.92,1542,280249
South 120,80315,0,2968.075691,ID,T03000,IDT03000,ID80315,{C617EE60-5623-4807-863A-1B802BF38B26},17191.20728,12011423.88,1543,280250
Rocky Draw,80316,0,2140.500423,ID,T03000,IDT03000,ID80316,{4E700B33-11ED-4494-8052-32611EF67A2F},14062.60464,8662332.29,1544,280251
Muldoon,80317,0,13550.08603,ID,T03000,IDT03000,ID80317,{E391E6EF-6104-402A-9C30-B48850AD8E82},39119.97383,54835470.47,1545,280252
North 40,80318,0,1576.198722,ID,T03000,IDT03000,ID80318,{10C4E8E9-A9A5-4306-A1E8-D9A64B060B54},12991.19511,6378675.257,1546,280253
Road Canyon,80320,0,5989.150788,ID,T03000,IDT03000,ID80320,{620CF9A9-2E5E-451C-AB1C-EA13D3CE4BD3},26837.03021,24237329.6,1547,280254
West Fork,80321,0,7512.257448,ID,T03000,IDT03000,ID80321,{9235ACD1-0BEF-44CF-A441-C1710CFEF922},28255.42636,30401148.05,1548,280255
Meadow,80322,0,1505.14016,ID,T03000,IDT03000,ID80322,{22FBC324-6AB2-4B75-BAE7-57E2C04FF562},11919.00591,6091110.314,1549,280256
Balsamroot,80323,0,3837.566862,ID,T03000,IDT03000,ID80323,{A5054A65-FA7F-408D-9826-DA92035B442C},28310.06794,15530143.79,1550,280257
Homeplace,80324,0,1663.717278,ID,T03000,IDT03000,ID80324,{975318B9-C2AA-4749-9B6F-99831B13797D},13147.67858,6732851.693,1551,280258
Bradley Hill,80326,0,2398.771787,ID,T03000,IDT03000,ID80326,{0EA04C6D-D323-4631-8B2F-153035D9989F},20424.40642,9707523.57,1552,280259
School,80327,0,1270.008637,ID,T03000,IDT03000,ID80327,{29539E00-772C-4251-87A1-B42522FA06B1},9657.238362,5139563.021,1553,280260
Willows,80328,0,788.6006623,ID,T03000,IDT03000,ID80328,{72693DC9-CC6A-4D39-968A-ECFE2D42A3F6},10669.68541,3191366.33,1554,280261
East Fork,80329,0,11644.76622,ID,T03000,IDT03000,ID80329,{AE37EDB7-0963-45BE-8714-EFEEC33AE9EA},61803.73641,47124884.14,1555,280262
Shale,80331,0,823.3181873,ID,T03000,IDT03000,ID80331,{0A71A931-AC72-4BE7-89D4-A3BAB6E8189E},8660.518734,3331863.728,1556,280263
Iron Mine,80333,0,14255.68325,ID,T03000,IDT03000,ID80333,{18144FCE-6A3B-4895-B21D-E16DC949782A},45841.45389,57690932.47,1557,280264
Lava Lake,80334,0,13578.91385,ID,T03000,IDT03000,ID80334,{8116707C-4E28-40B8-B6D7-5A12F89AF4E7},46548.09394,54952132.98,1558,280265
Cottonwood,80335,0,6893.61022,ID,T03000,IDT03000,ID80335,{8E0A3EC2-2E3F-4C0D-8969-BA8D038A5DC6},29181.21675,27897561.6,1559,280266
Crater,80336,0,2479.129376,ID,T03000,IDT03000,ID80336,{8656EBF8-7874-41AB-BFF4-3BF9B04A69A1},28247.55374,10032720.49,1560,280267
Two Springs,80337,0,1736.232725,ID,T03000,IDT03000,ID80337,{3B9C4A03-59BC-4818-A9DE-214D39DEAF1E},12396.21023,7026312.462,1561,280268
Magic Dam,80501,0,2444.954043,ID,T03000,IDT03000,ID80501,{4241C787-3586-4084-87B5-4BC3A342A429},20401.83593,9894417.269,1562,280269
Lower Magic,80502,0,278.9525975,ID,T03000,IDT03000,ID80502,{712A5B08-BB3D-4FA0-A106-74FB6C7AF593},5330.770094,1128885.594,1563,280270
Picabo,80601,0,10973.56128,ID,T03000,IDT03000,ID80601,{3BF2F4F1-7804-482E-9056-4BE10E1F3A70},63202.39535,44408603.34,1564,280271
Tikura,80602,0,3920.591877,ID,T03000,IDT03000,ID80602,{CC2B0328-7DB8-44B7-B5DC-04856F61E2CA},23886.12633,15866135.44,1565,280272
Richfield,80603,0,23315.01437,ID,T03000,IDT03000,ID80603,{787B9A78-3D3F-4C56-ABE4-CB851AA1CD89},65318.3551,94352890.41,1566,280273
Track,80604,0,1967.47131,ID,T03000,IDT03000,ID80604,{6A66B3AD-A971-49DF-A27B-EB29F298EEA5},16607.49626,7962105.529,1567,280274
Timmerman Hills,80605,0,43686.12029,ID,T03000,IDT03000,ID80605,{963C1BCD-6536-451E-964C-5E69AE6FC0EA},107195.9992,176792158.6,1568,280275
Lava,80606,0,29603.38754,ID,T03000,IDT03000,ID80606,{07588E3C-A687-4803-8B16-381DC7BB4B1A},90319.8648,119801134.8,1569,280276
Canal,80607,0,515.6834577,ID,T03000,IDT03000,ID80607,{1968328F-E9DE-4BB8-8655-0F12F64B2B26},10177.932,2086905.202,1570,280277
Burmah,80608,0,629.1063206,ID,T03000,IDT03000,ID80608,{2DC5F244-C316-4832-AB35-1E4106B58BC7},7922.326827,2545913.066,1571,280278
Hill City Branch,80609,0,564.4494392,ID,T03000,IDT03000,ID80609,{16F96866-B7EC-4455-845C-BEFEC73388D5},10141.34995,2284254.911,1572,280279
Coulee,80610,0,15.45486842,ID,T03000,IDT03000,ID80610,{B072D507-CF30-49CF-8E97-198050361C8B},1702.3505,62543.88192,1573,280280
Spud Patch,80611,0,5780.709867,ID,T03000,IDT03000,ID80611,{B8E1FABF-52A8-4ECA-95C2-D03CC46234FD},24528.36688,23393795.77,1574,280281
Leduc Canyon,80612,0,1905.424718,ID,T03000,IDT03000,ID80612,{23EAC427-09AB-4854-8EF6-3F5190B962C8},16406.76574,7711010.886,1575,280282
Neck,80613,0,1925.523843,ID,T03000,IDT03000,ID80613,{CACD6718-7D36-48D0-B9B6-08F7F9102D7F},12919.78639,7792349.481,1576,280283
Gannett,80614,0,6878.172838,ID,T03000,IDT03000,ID80614,{FB853F92-7DD0-46DE-8DC9-787E78F38C91},40479.52487,27835088.48,1577,280284
80,80705,0,81.01698176,ID,T03000,IDT03000,ID80705,{68C1FC51-F045-4D8E-8F2B-22B277A84374},2429.045264,327865.3952,1578,280285
Laidlaw Park,80706,0,94473.60437,ID,T03000,IDT03000,ID80706,{F8B35780-5113-4D20-B0DC-B38ABBC70662},259058.0118,382322631.1,1579,280286
Pagari,80707,0,26840.2934,ID,T03000,IDT03000,ID80707,{8BD6383E-FD48-4862-A656-3A3AA19CC94B},74296.1853,108619245.1,1580,280287
200,80710,0,195.8877738,ID,T03000,IDT03000,ID80710,{893077F9-0F56-4804-9DEC-5133C52FCB7D},4768.378411,792732.8442,1581,280288
Wildhorse,80711,0,240801.1273,ID,T03000,IDT03000,ID80711,{4029D244-FF5E-4F98-AAAA-29A34FA7AD93},307208.1633,974491459.2,1582,280289
Bowl Crater,80712,0,2926.672099,ID,T03000,IDT03000,ID80712,{8936EBC2-80C9-47B8-8895-DE1E54906393},25429.88994,11843868.82,1583,280290
Kimama,80713,0,29362.61848,ID,T03000,IDT03000,ID80713,{2D2ED493-608E-436E-9F9F-8AA702E82B4A},70569.14075,118826773.1,1584,280291
Norland,80714,0,7719.099169,ID,T03000,IDT03000,ID80714,{10518574-AEE2-4075-B892-75F292B3D994},32203.31697,31238210.12,1585,280292
Poison Lake,80715,0,18652.0511,ID,T03000,IDT03000,ID80715,{72CE4E7E-707D-43A4-9D52-F2F4BC41609D},106289.9411,75482472.6,1586,280293
Station,80716,0,239.4987459,ID,T03000,IDT03000,ID80716,{A954286B-C963-4CCD-A618-A729138D204A},5623.209541,969220.8875,1587,280294
Pacific,80717,0,373.1531136,ID,T03000,IDT03000,ID80717,{7167BC3A-99D2-41DF-899E-1AFFEA9BCFE6},6027.86956,1510103.072,1588,280295
Riverwood,80718,0,2191.835479,ID,T03000,IDT03000,ID80718,{F2C888A5-03A9-4EDD-B0AE-D1E0C55D8487},28148.3898,8870078.716,1589,280296
Base Line,90102,0,2859.435229,ID,T03000,IDT03000,ID90102,{4FB217F7-BECF-49B4-91C4-5261645E03F5},18313.68428,11571769.78,1590,280297
Roanhide,90103,0,1005.07389,ID,T03000,IDT03000,ID90103,{9FA6E22B-B2DD-4084-A8C4-079442CBFE7F},8329.67495,4067405.883,1591,280298
Soldier,90105,0,1539.297875,ID,T03000,IDT03000,ID90105,{19CA3810-DDF7-4C18-91EC-047792D3944F},12488.58598,6229342.233,1592,280299
Mchan Creek,90107,0,463.6583568,ID,T03000,IDT03000,ID90107,{8E3BC9AA-23CF-4320-8536-264D2ABF4B2B},5587.177298,1876366.251,1593,280300
Fairfield,90110,0,1015.515263,ID,T03000,IDT03000,ID90110,{58744EF9-0DB5-4F4A-B21A-C2FB449F7E6D},11605.76555,4109660.787,1594,280301
Piney,90115,0,923.7318792,ID,T03000,IDT03000,ID90115,{73B490D2-83C6-4E53-8AFC-7ECB288A8234},8104.258289,3738225.136,1595,280302
Mill Canyon,90116,0,1704.91241,ID,T03000,IDT03000,ID90116,{3A5588E2-00AE-4520-B093-A9C0370EEAA4},13263.70567,6899563.138,1596,280303
Hot Springs,90118,0,3839.166955,ID,T03000,IDT03000,ID90118,{FFD1C9FC-4C16-4868-8547-80D5D7CFBEBC},30649.14423,15536619.16,1597,280304
Willow Creek,90119,0,3623.091291,ID,T03000,IDT03000,ID90119,{C7DF9974-04CD-4A6F-B143-9E93362A235B},21962.52638,14662188.49,1598,280305
Sheep Point,90125,0,1758.281674,ID,T03000,IDT03000,ID90125,{AB8A3516-6CB5-4C4D-8E40-7A1C3843E629},12366.03733,7115541.748,1599,280306
North Slope,90401,0,758.5697253,ID,T03000,IDT03000,ID90401,{805F5481-C35C-4FB1-9F69-B76ABD7DCB4D},11563.93457,3069834.958,1600,280307
Ticeska,90404,0,4302.246061,ID,T03000,IDT03000,ID90404,{D08F5E8C-B5C2-43A5-AB6C-64C5E03ED138},32937.00451,17410641.25,1601,280308
Pioneer,90406,0,1867.945979,ID,T03000,IDT03000,ID90406,{4FAEFF99-1908-40BD-943C-BB4849A8F39F},13226.11016,7559339.205,1602,280309
West Pioneer,90407,0,2706.396536,ID,T03000,IDT03000,ID90407,{1546D0AA-953C-4A2D-86FF-454FBA3E9485},18630.06202,10952441.7,1603,280310
The Pasture,90408,0,1281.242725,ID,T03000,IDT03000,ID90408,{6D0D9A7F-C07E-4DC7-98E1-722A10ABA018},11761.54188,5185025.946,1604,280311
Fricke,90410,0,95.49401878,ID,T03000,IDT03000,ID90410,{492A1068-15C5-40CB-96AC-BE6D51D091C2},2977.703377,386452.1181,1605,280312
Hog Creek,90411,0,1302.033486,ID,T03000,IDT03000,ID90411,{CC9FFEDF-E036-44C9-90EC-47A5DBE3F001},11481.93623,5269163.503,1606,280313
Mink,90412,0,1047.907902,ID,T03000,IDT03000,ID90412,{454877AA-E142-4EFE-9D22-C1E18A56E446},9696.831207,4240749.668,1607,280314
King Hill,90413,0,27291.97019,ID,T03000,IDT03000,ID90413,{D493A38D-9FD9-463D-B2BA-3216FF97580F},81623.82923,110447123.5,1608,280315
Dempsey,90414,0,20802.31428,ID,T03000,IDT03000,ID90414,{E31B351E-0883-45D0-93BD-120B69B04062},78098.29706,84184313.53,1609,280316
Rattlesnake,90421,0,21206.3963,ID,T03000,IDT03000,ID90421,{BF2216D2-FEBC-4694-8490-E0A6277C2CFA},45718.18073,85819581.94,1610,280317
Curtis Lake,90425,0,2012.397969,ID,T03000,IDT03000,ID90425,{D7807A9A-FCDD-49AC-A50C-208617B8383D},13826.12287,8143917.99,1611,280318
Black Butte,90427,0,49.91589691,ID,T03000,IDT03000,ID90427,{5A6419A8-4DBF-45DB-92C0-BA53CFDA62EC},1971.424612,202003.2703,1612,280319
Compound,90428,0,446.2521282,ID,T03000,IDT03000,ID90428,{CA8F0B03-E145-4E77-B3DA-F37188AD8569},8083.41445,1805925.464,1613,280320
Pothole,90429,0,1212.821388,ID,T03000,IDT03000,ID90429,{7F1006B1-ACDC-4F66-8242-6FDC4918374C},9963.848985,4908133.519,1614,280321
Macon Flat,90432,0,43492.15102,ID,T03000,IDT03000,ID90432,{BE421306-EE95-45EF-AFE8-BB4420E7D961},106639.8849,176007189.8,1615,280322
Springdale,90433,0,773.2549358,ID,T03000,IDT03000,ID90433,{0CDB0908-56DF-407C-B925-715D71AC7634},8634.084543,3129264.132,1616,280323
Gwin Ranch,90434,0,883.6179959,ID,T03000,IDT03000,ID90434,{D1FF432A-A5CA-4E2A-89DE-ED8B306BAD46},13773.32393,3575889.365,1617,280324
Myrtle Point,90435,0,14.38199837,ID,T03000,IDT03000,ID90435,{D79117EE-F463-47CF-925E-3A6105A16249},981.0246566,58202.11365,1618,280325
Finch,90436,0,371.972446,ID,T03000,IDT03000,ID90436,{67C3B098-E6B2-433B-8450-06EC6597A208},5514.729889,1505325.061,1619,280326
Long Gulch,90450,0,2566.791186,ID,T03000,IDT03000,ID90450,{9621D36E-F1CE-4AFA-9ED9-383CE019D905},19056.34382,10387476.66,1620,280327
Spillway,90503,0,2495.512227,ID,T03000,IDT03000,ID90503,{2C7C815B-C0D4-4C6C-97F8-4B7A581B2033},20691.03886,10099019.8,1621,280328
South Gooding,90904,0,241.1128061,ID,T03000,IDT03000,ID90904,{582D2C03-14C4-42D1-AB55-894920C7FCA4},4837.363514,975752.7832,1622,280329
Goodtime,90908,0,16877.26852,ID,T03000,IDT03000,ID90908,{04AA217B-9468-41F0-9113-FF1A1345D4D8},48927.15199,68300153.78,1623,280330
Common,90909,0,2584.588517,ID,T03000,IDT03000,ID90909,{B9DACEDD-833D-48C9-AA90-EEC3012A857D},27061.31074,10459500.18,1624,280331
Jerome,90910,0,536.0706929,ID,T03000,IDT03000,ID90910,{E4F58BB7-F897-4343-B5B2-27FE066AD7E6},7299.258533,2169409.743,1625,280332
Poleline,90911,0,4833.080039,ID,T03000,IDT03000,ID90911,{312A3FFB-ADF0-4F5F-BD8A-3CE4A2D02218},21130.93391,19558858.68,1626,280333
Seven Mile,90912,0,1825.521656,ID,T03000,IDT03000,ID90912,{3A76ECAB-F56F-4EC9-AEAC-C6FD918D18E8},12255.40462,7387653.379,1627,280334
Gunnery,90914,0,7697.365137,ID,T03000,IDT03000,ID90914,{A6C95CBC-9941-4FA2-B420-5331CE2259BC},25413.00242,31150255.27,1628,280335
Tunupa,90915,0,2840.671763,ID,T03000,IDT03000,ID90915,{DF01C37C-2CC2-4992-ACA6-D999DAAA9A6E},22380.42214,11495836.43,1629,280336
River,90916,0,548.7138698,ID,T03000,IDT03000,ID90916,{2FD97536-E29E-4AD9-88C5-274FC76EC30C},12397.90227,2220575.068,1630,280337
Quail,90917,0,665.7072211,ID,T03000,IDT03000,ID90917,{90DC7DFD-DF5E-4CA7-A6A3-274A2B739179},7261.759451,2694032.243,1631,280338
Antelope,90918,0,11992.77834,ID,T03000,IDT03000,ID90918,{D303D7F3-3816-4DE5-87D8-E645DB8BD3C3},32696.10297,48533244.8,1632,280339
Chute,90923,0,596.6073863,ID,T03000,IDT03000,ID90923,{6B652F9B-AE2F-467C-A357-8E75BFDC81C5},6603.570564,2414394.023,1633,280340
Milner Plot,90925,0,2571.630122,ID,T03000,IDT03000,ID90925,{292E85D1-097E-48F3-8E33-A4C43CA4440B},12903.07497,10407059.21,1634,280341
Rift,90926,0,221.298991,ID,T03000,IDT03000,ID90926,{682FE33C-EC7E-4BF0-92F9-5EF63ABA83DD},5045.794764,895568.8001,1635,280342
Hunt,90927,0,1502.166862,ID,T03000,IDT03000,ID90927,{DF2F90E7-5FF0-419B-9857-7945066F4045},19682.83919,6079077.758,1636,280343
Rock Flat,90929,0,538.2226861,ID,T03000,IDT03000,ID90929,{448189F5-73CC-49F4-B1CB-B6B318B2847B},6247.368087,2178118.585,1637,280344
Barren,90930,0,538.7598334,ID,T03000,IDT03000,ID90930,{55C8A2FB-4E08-4F0D-A16F-28AD280DEBF6},6186.681585,2180292.352,1638,280345
Nasura,90931,0,490.6475679,ID,T03000,IDT03000,ID90931,{D251C422-C709-4E39-BBDC-A3FB05727DF3},6963.334714,1985588.148,1639,280346
Pocket,90932,0,2333.972535,ID,T03000,IDT03000,ID90932,{803F771F-581E-4D0C-9A13-2937A770DE9C},22409.48346,9445289.259,1640,280347
Shortline,90933,0,1079.519482,ID,T03000,IDT03000,ID90933,{CC32C385-5ADB-4F75-8989-29C4E236EE30},11043.09847,4368677.7,1641,280348
Lava Pot,90934,0,1093.238564,ID,T03000,IDT03000,ID90934,{9FBBD621-CBD3-402C-B6F7-E34F7EB04F02},12270.34095,4424197.074,1642,280349
Dinky,90935,0,238.2824243,ID,T03000,IDT03000,ID90935,{9F16DC71-C2EB-4C7E-A9AE-7328895B5220},4651.776695,964298.5892,1643,280350
Big Wood,90936,0,130.8264571,ID,T03000,IDT03000,ID90936,{190A7D0F-A214-4B37-8B8A-1B25289E3F18},3904.428546,529437.9908,1644,280351
Lagoon,90937,0,487.4846658,ID,T03000,IDT03000,ID90937,{F6A4AD8E-3098-460F-B698-DCB69BDD7B2E},6610.445597,1972788.286,1645,280352
Malad,91002,0,1571.115838,ID,T03000,IDT03000,ID91002,{5DF429A2-A35E-4536-8BF5-7CFCC2DDBAC4},18816.44728,6358105.473,1646,280353
Northeast Interstate,91003,0,587.0642054,ID,T03000,IDT03000,ID91003,{E81AAA4E-0A93-404A-BB50-30C6C39FF60B},8694.321577,2375773.986,1647,280354
Tuttle,91004,0,987.1277208,ID,T03000,IDT03000,ID91004,{5CA9E190-C8A2-4EB6-AE7F-2E8A66480A3C},9871.42,3994780.023,1648,280355
Sand Springs,91005,0,83.4957902,ID,T03000,IDT03000,ID91005,{E2626223-5CA7-4A26-B730-B18C0BE8D569},3633.793801,337896.8169,1649,280356
Briggs Creek,91006,0,81.88230468,ID,T03000,IDT03000,ID91006,{F4A19CDC-A870-4093-A476-DDAAE018510F},3256.041701,331367.2467,1650,280357
Flat Top,91008,0,116.2438988,ID,T03000,IDT03000,ID91008,{A046F28D-0C0A-428E-ACA1-76086ABF4AB0},3979.112002,470424.2369,1651,280358
Blue Lakes,91009,0,756.3604951,ID,T03000,IDT03000,ID91009,{D9C5CE3C-457A-4DA7-A26C-03DBFC6A3FAA},11271.44178,3060894.485,1652,280359
Interstate,91010,0,1148.725481,ID,T03000,IDT03000,ID91010,{CDC829DB-9072-4CDF-88FF-96369EDE3F4D},12353.2715,4648745.553,1653,280360
Canyon,91011,0,16029.86087,ID,T03000,IDT03000,ID91011,{EDC24755-FE70-4CB6-854B-DA823EBE0FA5},55109.007,64870803.06,1654,280361
Goose Lake,91014,0,8.95210479,ID,T03000,IDT03000,ID91014,{81ACB329-A46C-479B-B8AC-145A6E1D261E},771.9986568,36228.02664,1655,280362
Northside,91015,0,1362.782621,ID,T03000,IDT03000,ID91015,{F444FA71-852D-4F4B-B19F-4C43B61B7F72},21344.66984,5515007.508,1656,280363
Vinyard,91016,0,89.25407025,ID,T03000,IDT03000,ID91016,{AA57964B-B1CC-4F34-A20C-3C4A75CC0B51},2483.556844,361199.8421,1657,280364
Hansen,91017,0,139.6187917,ID,T03000,IDT03000,ID91017,{E55A276B-2764-42C4-B33C-1331BC0184AA},4479.379742,565019.4481,1658,280365
Quaker,91018,0,161.5969463,ID,T03000,IDT03000,ID91018,{154F68F5-DB5C-4155-BC8F-3B65BC8E289E},5844.010381,653962.2374,1659,280366
Milner Dam,91019,0,516.4176011,ID,T03000,IDT03000,ID91019,{1D155923-191C-4C22-8125-753CEC6DD9F4},8924.734398,2089876.186,1660,280367
Hazelton,91020,0,238.5923805,ID,T03000,IDT03000,ID91020,{CEF46574-5E0B-416A-B1A2-CB4555488F90},4790.008659,965552.9422,1661,280368
40 Acre,91021,0,40.61276091,ID,T03000,IDT03000,ID91021,{6E5ADFE6-78F7-40E4-93CE-70D754BC8E45},1621.681883,164354.6651,1662,280369
Willow Ridge,5,0,45302.28483,ID,B01000,IDB01000,ID00005,{AD899547-F08B-48BF-B845-73FA5DD16575},106120.9101,183332570.5,1663,280370
French Corner,25,0,14872.70295,ID,B01000,IDB01000,ID00025,{4724E335-09E6-4649-A78A-F5D7DD21975E},55512.29018,60187932.53,1664,280371
West side (north),30,0,3304.458283,ID,B01000,IDB01000,ID00030,{6AC3E610-DEC1-4A78-A6E4-D369F7608007},18648.94266,13372721.34,1665,280372
Sq___ Butte,89,0,2163.491689,ID,B01000,IDB01000,ID00089,{C6CBDF17-B4E6-4C37-B09B-D7C25140A12A},14268.31328,8755375.012,1666,280373
Justus FFR,113,0,1737.408743,ID,B01000,IDB01000,ID00113,{1A4CC493-22A3-4109-9A5B-9C9A5AE024A9},11110.99452,7031071.658,1667,280374
Hadley Individual,126,0,437.47478,ID,B01000,IDB01000,ID00126,{07A0B178-4C04-4D20-B660-CC14BCB17640},6069.000732,1770404.655,1668,280375
Hale Individual,129,0,237.1609686,ID,B01000,IDB01000,ID00129,{C806EBC6-3E55-4F73-BD5A-12CE6B426BBA},4004.653211,959760.2008,1669,280376
South Sq___ Butte,168,0,763.6804451,ID,B01000,IDB01000,ID00168,{48E20B24-29AD-4E8B-BDA8-B618C52DD64D},8669.166113,3090517.389,1670,280377
Cabarton Ranch,183,0,500.440398,ID,B01000,IDB01000,ID00183,{DADD9C53-3C39-4209-9FA5-1A56248BC22B},8345.830747,2025218.483,1671,280378
Montour Individual,210,0,140.8566322,ID,B01000,IDB01000,ID00210,{1551923F-7BCE-4B06-896A-D5911723265C},3968.851527,570028.8308,1672,280379
